,Title,LinkTitleNoMenu,LinkTitle,AccountType,BusinessUnit,Budget,Service_x0020_Revenue_x0020_conf,Service_x0020_Revenue_x0020_in_x,Non_x002d_service_x0020_Revenue_,Non_x002d_service_x0020_Revenue_0,Rev_x0020_Committed,Gap_x0020_from_x0020_Budget,Rev_x0020__x2013__x0020_Proactiv,FinancialYear,Quater,Company,PL,SalesHeadLookupId,DeliveryHeadLookupId,DeliveryDirectorLookupId,Industry,Actuals,Comments,SRCEE,SRCEN,SRCNBD,SRPEE,SRPEN,SRPNBD,SoftConfirmed,ClientPartnerLookupId,NSRConfirmed,NSRInProgress,Risk,Forecast,NSR_x0020_Risk,NSR_x0020_Forecast,Total_x0020_Risk,Total_x0020_Forecast,AccountCoverage,ClientPartnerNew,id,ContentType,Modified,Created,AuthorLookupId,EditorLookupId,_UIVersionString,Attachments,Edit,ItemChildCount,FolderChildCount,_ComplianceFlags,_ComplianceTag,_ComplianceTagWrittenTime,_ComplianceTagUserId,AppEditorLookupId,RDOnshore,RDOffshore,AppAuthorLookupId,CustomerShortName
"""c61fb716-2a2b-4803-8b5d-97813bd53f3e,12""",Matson Navigation Company,Matson Navigation Company,Matson Navigation Company,E,Non-MDU,2.0424,2.05,0.0,0.0,0.01,2.06,-0.0176,0.0,FY25,Q1,SSL,US RMD,144,54,228,Manufacturing,2.169,,2.05,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.01,2.05,0.0,0.0,0.0100,2.0500,Sales,Narasimha Hegde,6917,Item,2025-04-17T12:32:35Z,2024-06-13T12:02:19Z,12,13,12.0,False,,0,0,,,,,30,,,,
"""cd8c82ea-40d3-4b18-aa89-809f4178bd89,6""",Milwaukee Electric Tool,Milwaukee Electric Tool,Milwaukee Electric Tool,E,MDU,0.02,0.017,0.0,0.0,0.0,0.017,0.003,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.018,,0.017,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6918,Item,2025-04-17T12:32:28Z,2024-06-13T12:02:20Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""3c5bc01d-f25c-47cc-a3ba-4b11729b6691,7""",Polypore,Polypore,Polypore,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6919,Item,2025-04-17T12:32:41Z,2024-06-13T12:02:23Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""35847369-74ff-41ec-9c70-4174bd870446,7""",PPC Flexible Packaging,PPC Flexible Packaging,PPC Flexible Packaging,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0051,0.0,0.0,0.0,0.0,0.0051,0.0000,0.0051,Delivery Led,Trupti Prakash Dabholkar,6920,Item,2025-04-17T12:32:17Z,2024-06-13T12:02:24Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""ad009385-3250-4f25-8e0a-1443efbd1bc2,6""",Print Syndicate,Print Syndicate,Print Syndicate,E,Non-MDU,0.018,0.018,0.0,0.0,0.0,0.018,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Manufacturing,0.018,,0.018,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Narasimha Hegde,6921,Item,2025-04-17T12:32:56Z,2024-06-13T12:02:24Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""1e183cc8-d35c-4b9f-9e2b-393f52b4a019,5""",Reliance steel,Reliance steel,Reliance steel,N,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No Coverage,No coverage,6922,Item,2025-04-17T12:32:23Z,2024-06-13T12:02:25Z,12,13,5.0,False,,0,0,,,,,30,,,,
"""58258c46-66f3-48ec-9155-e1d0ca227ea0,10""",Reynolds Consumer products ,Reynolds Consumer products ,Reynolds Consumer products ,N,Non-MDU,0.1,0.018,0.0,0.0,0.0,0.018,0.082,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.018,,0.018,0.0,0.0,0.0,0.0,0.0,0.0,243,0.0,0.0,0.0,0.018,0.0,0.0,0.0000,0.0180,Sales,Jennifer Sigfrinius,6923,Item,2025-04-17T12:32:46Z,2024-06-13T12:02:26Z,12,13,10.0,False,,0,0,,,,,30,,,,
"""694a9629-2ab2-462a-ac34-20a83c5f1c06,5""",Tempur-Pedic,Tempur-Pedic,Tempur-Pedic,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,164,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,NBD,6924,Item,2025-04-17T12:32:51Z,2024-06-13T12:02:27Z,12,13,5.0,False,,0,0,,,,,30,,,,
"""7b8121ee-674c-4625-bef1-540201c13408,6""",TMS,TMS,TMS,E,MDU,0.44,0.738,0.0,0.0,0.0,0.738,-0.298,0.0,FY25,Q1,SSL,US RMD,144,54,133,Retail,0.779,,0.738,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Rishi Jyoti,6925,Item,2025-04-17T12:33:03Z,2024-06-13T12:02:27Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""a5c6f7d4-6067-4bbb-82e7-44ebf8655426,8""",Zurn Industries,Zurn Industries,Zurn Industries,E,MDU,0.15,0.34,0.0,0.0,0.0,0.34,-0.19,0.0,FY25,Q1,SSL,US RMD,144,54,133,Retail,0.159,,0.13,0.21,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,0.34,0.0,0.0,0.0000,0.3400,Sales,Peggy Crane,6926,Item,2025-04-17T12:33:07Z,2024-06-13T12:02:28Z,12,13,8.0,False,,0,0,,,,,30,0.0,0.0,,
"""95cabf43-5553-4dc4-b2dd-242953a64580,8""",Coyuchi,Coyuchi,Coyuchi,N,Non-MDU,0.0135,0.0135,0.0,0.0,0.0,0.0135,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Retail,0.02,,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Narasimha Hegde,6927,Item,2025-04-17T12:33:18Z,2024-06-13T12:02:29Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""e8eb5935-dccf-434c-a9ea-25c8f6305708,6""",FDH Aero,FDH Aero,FDH Aero,N,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No Coverage,No coverage,6928,Item,2025-04-17T12:33:13Z,2024-06-13T12:02:30Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""869eaeec-b494-4170-a81c-e4c128d22c0c,7""",Advance Auto Parts (AAP),Advance Auto Parts (AAP),Advance Auto Parts (AAP),E,Non-MDU,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,164,Emerging,0.03,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6929,Item,2025-04-17T12:33:24Z,2024-06-13T12:02:31Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""1a092115-979c-4677-baee-4925f6c69514,8""",Alpha Luna,Alpha Luna,Alpha Luna,N,Non-MDU,0.4,0.0925,0.0,0.0,0.0,0.0925,0.3075,0.0,FY25,Q1,SSL,US RMD,144,54,164,Retail,0.1,,0.03,0.0625,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Jennifer Sigfrinius,6930,Item,2025-04-17T12:33:32Z,2024-06-13T12:02:32Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""477a2729-4ee1-4722-b9c4-e7da1c99b7a4,12""",Bluestem Brands,Bluestem Brands,Bluestem Brands,N,Non-MDU,4.6,4.47,0.1,0.0,0.0,4.57,0.03,0.0,FY25,Q1,SSL,US RMD,144,54,229,Retail,4.217,,2.8,1.67,0.0,0.0,0.0,0.0,0.1,144,0.0,0.0,0.0,4.57,0.0,0.0,0.0000,4.5700,Sales,Jennifer Sigfrinius,6931,Item,2025-04-17T12:33:38Z,2024-06-13T12:02:33Z,12,13,12.0,False,,0,0,,,,,30,,,,
"""992c9b4a-f507-43fe-b77f-eaecde225a91,9""",Cajun,Cajun,Cajun,E,Non-MDU,0.15,0.12,0.0,0.014,0.0,0.134,0.016,0.0,FY25,Q1,SSL,US RMD,144,54,165,Retail,0.147,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.134,0.0,0.0,0.0000,0.1340,Delivery Led,Trupti Prakash Dabholkar,6932,Item,2025-04-17T12:33:27Z,2024-06-13T12:02:35Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""85937945-b3d4-438d-bd3a-ffb921a077c0,10""",Christian Dior,Christian Dior,Christian Dior,N,Non-MDU,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.062,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6933,Item,2025-04-17T12:33:46Z,2024-06-13T12:02:37Z,12,13,10.0,False,,0,0,,,,,30,,,,
"""905a9282-c3bf-4c25-b454-8360b1845037,6""",Enviva,Enviva,Enviva,N,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6934,Item,2025-04-17T12:33:42Z,2024-06-13T12:02:37Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""3c3c33b2-5222-4900-887c-a6f7b0df8886,6""",Expedia,Expedia,Expedia,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6935,Item,2025-04-17T12:33:50Z,2024-06-13T12:02:37Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""f74fc843-f4ca-495e-b617-979d21a82318,6""",Fastener Distribution Holdings,Fastener Distribution Holdings,Fastener Distribution Holdings,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Narasimha Hegde,6936,Item,2025-04-17T12:33:56Z,2024-06-13T12:02:38Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""6fc413bb-e60d-4e51-92fe-b996abc3ac9e,7""",Fountain Tire,Fountain Tire,Fountain Tire,E,MDU,0.55,0.55,0.0,0.0,0.0,0.55,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,133,Manufacturing,0.567,,0.55,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Rishi Jyoti,6937,Item,2025-04-17T12:33:59Z,2024-06-13T12:02:41Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""c70307fa-e74c-47bc-a2aa-fafeac104a4c,7""",Guitar Center ,Guitar Center ,Guitar Center ,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,TMT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Jennifer Sigfrinius,6938,Item,2025-04-17T12:34:04Z,2024-06-13T12:02:41Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""3c39b84e-c9a2-495d-a02c-a2c694abe724,15""",Home Depot,Home Depot,Home Depot,N,MDU,0.86,1.07,0.0,0.0,0.0,1.07,-1.07,0.0,FY25,Q1,SSL,US RMD,144,54,133,Retail,1.073,,1.03,0.0,0.04,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,1.07,0.0,0.0,0.0000,1.0700,Sales,Peggy Crane,6939,Item,2025-04-17T12:34:08Z,2024-06-13T12:02:42Z,12,13,15.0,False,,0,0,,,,,30,,,,
"""cb147b86-08f4-43a4-ba9d-2269c3e83dba,6""",Lolli and Pops,Lolli and Pops,Lolli and Pops,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Babu Kutikat,6940,Item,2025-04-17T12:34:14Z,2024-06-13T12:02:43Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""8536b8f8-4c27-4fcb-ac9c-d456f8f92318,7""",NBD - Sonata - US Retail & Mfg,NBD - Sonata - US Retail & Mfg,NBD - Sonata - US Retail & Mfg,N,Non-MDU,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,FY25,Q1,SSL,US RMD,144,54,,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,NBD,NBD,6943,Item,2025-04-17T12:41:38Z,2024-06-13T12:02:46Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""4d16e913-d334-4cea-aed0-2b6eef9eb300,6""",Nivel Parts ,Nivel Parts ,Nivel Parts ,N,Non-MDU,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,FY25,Q1,SSL,US RMD,144,54,165,Manufacturing,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6944,Item,2025-04-17T12:34:20Z,2024-06-13T12:02:47Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""be550a19-38e9-4dab-8118-aa1699090db3,5""",Rovia (World Venture),Rovia (World Venture),Rovia (World Venture),E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No Coverage,No coverage,6945,Item,2025-04-17T12:34:25Z,2024-06-13T12:02:47Z,12,13,5.0,False,,0,0,,,,,30,,,,
"""3b954c75-b877-4359-a628-9beb30d320b0,3""",Sally Beauty,Sally Beauty,Sally Beauty,N,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,255,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6946,Item,2025-04-17T12:34:28Z,2024-06-13T12:02:48Z,12,13,3.0,False,,0,0,,,,,30,,,,
"""8cb14e8a-1006-4007-9bc7-380ff38ad322,5""",Sensormatic JCI,Sensormatic JCI,Sensormatic JCI,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,NBD,6947,Item,2025-04-17T12:34:38Z,2024-06-13T12:02:50Z,12,13,5.0,False,,0,0,,,,,30,,,,
"""ce3eb402-7d8a-4342-b785-cc92611b0983,6""",Shamrock Foods Company,Shamrock Foods Company,Shamrock Foods Company,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,164,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Trupti Prakash Dabholkar,6948,Item,2025-04-17T12:34:33Z,2024-06-13T12:02:50Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""a0e047df-9d09-4e40-bf8b-783b23914096,7""",Sleep Number Corporation,Sleep Number Corporation,Sleep Number Corporation,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,164,Manufacturing,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Jennifer Sigfrinius,6949,Item,2025-04-17T12:34:43Z,2024-06-13T12:02:50Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""8172554b-c9ec-4a13-8ce5-9def9b17fb9f,6""",Sysco,Sysco,Sysco,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,164,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,NBD,6950,Item,2025-04-17T12:34:49Z,2024-06-13T12:02:51Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""bc0f1e36-5cc6-49e7-b20a-995bc3c74c58,9""",UniPro Foodservice,UniPro Foodservice,UniPro Foodservice,E,MDU,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,FY25,Q1,SSL,US RMD,144,54,133,Retail,0.016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.042,0.0,0.0,0.0,0.0,0.042,0.0000,0.0420,Sales,Peggy Crane,6951,Item,2025-04-17T12:34:54Z,2024-06-13T12:02:52Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""9c0c21b7-d29d-4c3b-89fd-802336c3674f,5""",Walmart (US),Walmart (US),Walmart (US),E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,165,Retail,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No Coverage,No coverage,6952,Item,2025-04-17T12:35:01Z,2024-06-13T12:02:52Z,12,13,5.0,False,,0,0,,,,,30,,,,
"""e2de1f40-0024-4c2d-aa99-61bc8f989f19,7""",Westway Feeds,Westway Feeds,Westway Feeds,N,MDU,0.2,0.26,0.0,0.0,0.0,0.26,-0.06,0.0,FY25,Q1,SSL,US RMD,144,54,133,Manufacturing,0.277,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Peggy Crane,6953,Item,2025-04-17T12:35:06Z,2024-06-13T12:02:53Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""891b75b6-2841-4dae-8b05-65ad122686ac,6""",Zones,Zones,Zones,E,MDU,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,FY25,Q1,SSL,US RMD,144,54,133,Retail,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Rishi Jyoti,6954,Item,2025-04-17T12:35:20Z,2024-06-13T12:02:55Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""29acf7f6-fd2e-41cc-9267-44b5d978d15a,7""",Aquent,Aquent,Aquent,E,Non-MDU,0.222,0.203338,0.0,0.0,0.0,0.2033,0.0187,0.0,FY25,Q1,SSL,US TMTE,136,52,52,Emerging,0.202,,0.182954,0.020384,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,6955,Item,2025-04-17T12:35:16Z,2024-06-13T12:02:56Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""e91512d6-e2da-4a03-a3ed-e264cd751c77,7""",Cherry America,Cherry America,Cherry America,E,Non-MDU,0.0105,0.0105,0.0,0.0,0.0,0.0105,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,Manufacturing,0.007,,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Narasimha Hegde,6956,Item,2025-04-17T12:35:26Z,2024-06-13T12:02:56Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""30e3201a-3274-4d63-ae4b-3025d9cfeb33,10""",Cloud 3 Technologies,Cloud 3 Technologies,Cloud 3 Technologies,E,Non-MDU,0.0271,0.02733,0.0,0.0,0.0,0.0273,-0.000200000000000002,0.0,FY25,Q1,SSL,US TMTE,136,52,52,Emerging,0.024,,0.02733,0.0,0.0,0.0,0.0,0.0,0.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Prasanth Kedarisetty,6957,Item,2025-04-17T12:35:11Z,2024-06-13T12:02:57Z,12,13,10.0,False,,0,0,,,,,30,,,,
"""3c2dfe02-9da5-4638-bd1e-3e9380514756,7""",Cornerstone on Demand,Cornerstone on Demand,Cornerstone on Demand,E,Non-MDU,0.309,0.291248,0.0,0.0,0.0,0.2912,0.0178,0.0,FY25,Q1,SSL,US TMTE,136,52,52,TMT,0.283,,0.291248,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,6958,Item,2025-04-17T12:35:29Z,2024-06-13T12:02:57Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""495d504e-f387-416f-9664-cc0240e2a4c9,13""",Epicor,Epicor,Epicor,E,Non-MDU,0.42,0.304,0.0462,0.0,0.0,0.3502,0.0698,0.0,FY25,Q1,SSL,US TMTE,136,52,52,TMT,0.292,,0.2796,0.0244,0.0,0.0462,0.0,0.0,0.0,90,0.0,0.0,0.046,0.3042,0.0,0.0,0.0460,0.3042,"Sales
",Kiran Vardi,6959,Item,2025-04-17T12:35:39Z,2024-06-13T12:02:59Z,12,13,13.0,False,,0,0,,,,,30,,,,
"""c74fb296-9a12-40d9-bbd2-8828a0dcf87b,14""",i2i Population health,i2i Population health,i2i Population health,E,Non-MDU,0.035,0.035,0.0,0.0,0.015,0.05,-0.015,0.0,FY25,Q1,SSL,US TMTE,136,52,52,TMT,0.035,,0.035,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.015,0.035,0.0,0.0,0.0150,0.0350,Sales,Kiran Vardi,6960,Item,2025-04-17T12:35:45Z,2024-06-13T12:02:59Z,12,13,14.0,False,,0,0,,,,,30,,,,
"""19b531ae-d467-484f-ba6b-eb02ef82204e,6""",Infinite Electronics,Infinite Electronics,Infinite Electronics,N,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US TMTE,136,52,128,TMT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,6961,Item,2025-04-17T12:35:35Z,2024-06-13T12:03:01Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""79a28c31-9adc-41d0-aa53-8e9e9776e540,7""",Interdigital,Interdigital,Interdigital,E,MDU,0.05625,0.0563,0.0,0.0,0.0,0.0563,0.0,0.0,FY25,Q1,SSL,US TMTE,136,52,128,TMT,0.056,,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6962,Item,2025-04-17T12:35:48Z,2024-06-13T12:03:01Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""b2ab6931-5ced-4cd8-9e6d-1896ebabd934,7""",Logitec,Logitec,Logitec,E,Non-MDU,0.1181,0.141224,0.0,0.0,0.0,0.1412,-0.0231,0.0,FY25,Q1,SSL,US TMTE,136,52,52,TMT,0.135,,0.118104,0.02312,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,"Sales
",Kiran Vardi,6963,Item,2025-04-17T12:36:08Z,2024-06-13T12:03:02Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""5d723719-b2c6-40a0-8a69-4b9dc9081385,9""",Metricstream,Metricstream,Metricstream,E,Non-MDU,0.13814,0.046462,0.0,0.0,0.0,0.0465,0.09164,0.0,FY25,Q1,SSL,US TMTE,136,52,52,BFSI,0.025,,0.024502,0.02196,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,6964,Item,2025-04-17T12:35:53Z,2024-06-13T12:03:03Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""771831f1-713a-4cf5-a5f9-a8e6b597a1e8,6""",Ring Publications LLC,Ring Publications LLC,Ring Publications LLC,E,Non-MDU,0.012,0.012,0.0,0.0,0.0,0.012,0.0,0.0,FY25,Q1,SSL,US RMD,144,54,228,TMT,0.012,,0.012,0.0,0.0,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Babu Kutikat,6968,Item,2025-04-17T12:35:57Z,2024-06-13T12:03:06Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""d357ecb1-5ec6-4bee-8a1e-ba8ebb28443a,6""",SCS Software,SCS Software,SCS Software,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q1,SSL,US TMTE,136,52,128,TMT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6969,Item,2025-04-17T12:36:04Z,2024-06-13T12:03:07Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""2a996c78-562a-4b2e-91ed-6a8c64cdd483,11""",Solera Auto Finance,Solera Auto Finance,Solera Auto Finance,E,MDU,0.0,0.0,0.0,0.006,0.0,0.006,-0.006,0.0,FY25,Q1,SSL,US TMTE,136,52,128,TMT,-0.003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,6970,Item,2025-04-17T12:36:19Z,2024-06-13T12:03:09Z,12,13,11.0,False,,0,0,,,,,30,,,,
